Row_ID,Order_ID,Customer_ID,Product_ID,Quantity,Year,weeknum,Week_Date
4464,MX-2013-142811,DW-135853,TEC-CO-10001037,3,2013,21,2013-05-20
4465,MX-2013-142811,DW-135853,OFF-AR-10004360,1,2013,21,2013-05-20
4466,MX-2013-142811,DW-135853,TEC-AC-10003081,3,2013,21,2013-05-20
4467,MX-2013-142811,DW-135853,FUR-CH-10004652,3,2013,21,2013-05-20
4468,MX-2013-142811,DW-135853,FUR-CH-10003514,3,2013,21,2013-05-20
4469,MX-2013-142811,DW-135853,FUR-FU-10004139,2,2013,21,2013-05-20
4470,MX-2013-154130,AG-107653,OFF-FA-10001199,4,2013,19,2013-05-06
4471,MX-2013-154130,AG-107653,TEC-CO-10003694,6,2013,19,2013-05-06
4472,MX-2013-103555,GA-145153,OFF-ST-10001010,4,2013,15,2013-04-08
4473,MX-2013-103555,GA-145153,TEC-CO-10000395,3,2013,15,2013-04-08
4474,US-2012-148649,BG-110353,OFF-AR-10004218,1,2012,52,2012-12-17
4475,US-2012-148649,BG-110353,FUR-BO-10000148,3,2012,52,2012-12-17
4476,US-2014-162215,TC-211453,FUR-CH-10001647,3,2014,21,2014-05-19
4477,MX-2013-145296,RB-197953,OFF-FA-10004942,5,2013,50,2013-12-09
4478,MX-2013-145296,RB-197953,OFF-AR-10003989,5,2013,50,2013-12-09
4479,MX-2013-145296,RB-197953,OFF-ST-10002466,4,2013,50,2013-12-09
4480,MX-2013-146318,DR-129403,OFF-FA-10003734,3,2013,49,2013-12-02
4481,MX-2013-146318,DR-129403,OFF-BI-10003653,2,2013,49,2013-12-02
4482,MX-2014-150336,DP-133903,OFF-PA-10001385,3,2014,18,2014-04-28
4483,MX-2011-155159,LB-167353,OFF-EN-10000025,2,2011,28,2011-07-04
4484,MX-2013-163580,SJ-205003,OFF-EN-10003850,3,2013,47,2013-11-18
4485,MX-2013-163580,SJ-205003,OFF-BI-10002517,5,2013,47,2013-11-18
4486,MX-2013-163580,SJ-205003,FUR-BO-10004113,7,2013,47,2013-11-18
4487,MX-2013-163580,SJ-205003,OFF-EN-10001870,2,2013,47,2013-11-18
4488,MX-2013-163580,SJ-205003,OFF-FA-10003638,1,2013,47,2013-11-18
4489,MX-2014-154900,NM-184453,FUR-BO-10002981,5,2014,41,2014-10-06
4490,MX-2014-154900,NM-184453,OFF-AP-10001941,5,2014,41,2014-10-06
4491,MX-2012-112466,AP-109153,FUR-BO-10000411,2,2012,26,2012-06-18
4492,US-2014-109785,RB-195703,OFF-SU-10001894,5,2014,8,2014-02-17
4493,MX-2014-147032,TB-215203,TEC-PH-10004901,3,2014,13,2014-03-24
4494,MX-2013-111822,AG-103903,TEC-CO-10004128,4,2013,44,2013-10-28
4495,MX-2013-111822,AG-103903,FUR-FU-10002104,5,2013,44,2013-10-28
4496,MX-2013-111822,AG-103903,TEC-MA-10003332,7,2013,44,2013-10-28
4497,MX-2013-111822,AG-103903,OFF-FA-10000540,8,2013,44,2013-10-28
4498,MX-2013-111822,AG-103903,OFF-FA-10003595,6,2013,44,2013-10-28
4499,MX-2013-111822,AG-103903,FUR-CH-10004478,2,2013,44,2013-10-28
4500,US-2014-108784,DK-128353,FUR-BO-10001483,9,2014,32,2014-08-04
4501,MX-2013-103485,PO-188653,OFF-BI-10000769,5,2013,9,2013-02-25
4502,MX-2013-103485,PO-188653,OFF-ST-10002164,3,2013,9,2013-02-25
4503,US-2012-103996,KS-163003,OFF-BI-10002222,6,2012,35,2012-08-20
4504,US-2013-154018,ZC-219103,OFF-FA-10004931,3,2013,30,2013-07-22
4505,US-2013-154018,ZC-219103,OFF-ST-10000645,1,2013,30,2013-07-22
4506,US-2013-154018,ZC-219103,OFF-ST-10003056,1,2013,30,2013-07-22
4507,MX-2013-153150,PH-187903,TEC-PH-10003945,3,2013,15,2013-04-08
4508,MX-2013-153150,PH-187903,OFF-ST-10000718,7,2013,15,2013-04-08
4509,MX-2013-153150,PH-187903,OFF-BI-10001324,3,2013,15,2013-04-08
4510,MX-2014-146465,MY-182953,FUR-CH-10001021,3,2014,10,2014-03-03
4511,MX-2014-146465,MY-182953,OFF-FA-10004410,4,2014,10,2014-03-03
4512,MX-2014-142076,CJ-118753,OFF-AP-10002425,2,2014,51,2014-12-15
4513,MX-2014-120978,TC-215353,FUR-CH-10003982,6,2014,50,2014-12-08
4514,MX-2013-116155,AG-106753,FUR-CH-10002297,2,2013,48,2013-11-25
4515,MX-2013-116155,AG-106753,TEC-PH-10004287,5,2013,48,2013-11-25
4516,MX-2013-116155,AG-106753,OFF-BI-10003112,5,2013,48,2013-11-25
4517,MX-2013-116155,AG-106753,OFF-SU-10001923,4,2013,48,2013-11-25
4518,MX-2013-121160,KL-165553,OFF-FA-10002100,2,2013,46,2013-11-11
4519,MX-2013-121160,KL-165553,TEC-AC-10002357,7,2013,46,2013-11-11
4520,MX-2013-121160,KL-165553,TEC-AC-10004975,6,2013,46,2013-11-11
4521,MX-2014-101749,EM-138253,TEC-CO-10003370,2,2014,19,2014-05-05
4522,MX-2014-101749,EM-138253,TEC-PH-10002867,4,2014,19,2014-05-05
4523,MX-2013-115434,KT-164803,OFF-ST-10002371,1,2013,27,2013-07-01
4524,US-2014-135748,CM-121603,FUR-FU-10001480,2,2014,29,2014-07-14
4525,US-2014-126550,FP-143203,OFF-ST-10004412,5,2014,24,2014-06-09
4526,US-2014-112172,LS-172003,OFF-ST-10002538,2,2014,25,2014-06-16
4527,US-2011-147529,CT-119953,TEC-CO-10000917,2,2011,26,2011-06-20
4528,US-2014-166177,FH-143653,FUR-BO-10004340,3,2014,47,2014-11-17
4529,US-2014-166177,FH-143653,FUR-CH-10001897,1,2014,47,2014-11-17
4530,US-2014-166177,FH-143653,OFF-FA-10000713,4,2014,47,2014-11-17
4531,US-2014-166177,FH-143653,FUR-FU-10001583,9,2014,47,2014-11-17
4532,MX-2014-164966,BD-115603,OFF-AR-10002650,4,2014,37,2014-09-08
4533,MX-2014-131968,AW-109303,TEC-PH-10001284,3,2014,45,2014-11-03
4534,MX-2013-130526,JG-151153,OFF-AR-10003551,2,2013,33,2013-08-12
4535,MX-2013-130526,JG-151153,FUR-CH-10001130,6,2013,33,2013-08-12
4536,MX-2013-130526,JG-151153,OFF-FA-10001228,2,2013,33,2013-08-12
4537,MX-2013-144932,GH-144103,FUR-CH-10001819,2,2013,43,2013-10-21
4538,US-2013-161284,TZ-215803,OFF-PA-10004849,4,2013,53,2013-12-30
4539,MX-2012-112151,PG-188203,OFF-BI-10004969,2,2012,14,2012-03-26
4540,MX-2013-146920,CR-128203,OFF-BI-10002465,2,2013,26,2013-06-24
4541,MX-2013-163559,MK-181603,OFF-EN-10004899,7,2013,11,2013-03-11
4542,MX-2013-141747,EL-137353,FUR-CH-10001972,12,2013,26,2013-06-24
4543,MX-2013-141747,EL-137353,OFF-FA-10003004,5,2013,26,2013-06-24
4544,MX-2014-139794,AC-104203,TEC-MA-10003909,3,2014,47,2014-11-17
4545,MX-2014-131814,DL-128653,OFF-ST-10001440,4,2014,23,2014-06-02
4546,MX-2014-131814,DL-128653,TEC-CO-10003160,5,2014,23,2014-06-02
4547,MX-2013-117961,BP-110953,FUR-CH-10001675,7,2013,48,2013-11-25
4548,US-2014-109659,CK-122053,OFF-PA-10002944,6,2014,14,2014-03-31
4549,MX-2013-165071,DJ-136303,OFF-ST-10004190,3,2013,43,2013-10-21
4550,MX-2013-165071,DJ-136303,FUR-FU-10002837,3,2013,43,2013-10-21
4551,MX-2013-165071,DJ-136303,OFF-AP-10001041,5,2013,43,2013-10-21
4552,US-2012-140662,LH-167503,FUR-FU-10004338,1,2012,2,2012-01-02
4553,US-2012-140662,LH-167503,OFF-EN-10003675,2,2012,2,2012-01-02
4554,MX-2013-108098,MC-176353,OFF-LA-10004495,4,2013,44,2013-10-28
4555,MX-2013-108098,MC-176353,OFF-SU-10002521,2,2013,44,2013-10-28
4556,US-2013-164399,LC-170503,FUR-FU-10003694,4,2013,36,2013-09-02
4557,MX-2012-159380,MS-178303,FUR-CH-10003107,1,2012,31,2012-07-23
4558,MX-2011-122049,MO-178003,OFF-FA-10004186,4,2011,41,2011-10-03
4559,MX-2012-164098,TB-210553,OFF-EN-10004788,6,2012,36,2012-08-27
4560,MX-2012-154921,MK-181603,FUR-FU-10004450,5,2012,2,2012-01-02
4561,MX-2013-103863,EJ-137203,TEC-PH-10003945,3,2013,40,2013-09-30
4562,MX-2014-109757,AH-101203,OFF-AP-10002223,8,2014,9,2014-02-24
4563,US-2013-140284,RB-196453,FUR-BO-10004459,3,2013,48,2013-11-25
4564,MX-2014-111633,AM-103603,FUR-FU-10002422,8,2014,37,2014-09-08
4565,MX-2014-158505,TB-211753,OFF-AP-10002317,2,2014,39,2014-09-22
4566,MX-2014-158764,CL-118903,OFF-SU-10001173,4,2014,47,2014-11-17
4567,MX-2014-158764,CL-118903,OFF-SU-10002169,4,2014,47,2014-11-17
4568,MX-2014-158764,CL-118903,FUR-BO-10002580,1,2014,47,2014-11-17
4569,MX-2013-109141,MC-175753,FUR-CH-10000885,3,2013,50,2013-12-09
4570,MX-2014-123512,AH-100753,OFF-AP-10002317,6,2014,20,2014-05-12
4571,MX-2013-118577,Dp-132403,TEC-CO-10000395,3,2013,16,2013-04-15
4572,MX-2013-118577,Dp-132403,OFF-ST-10000886,1,2013,16,2013-04-15
4573,MX-2013-118577,Dp-132403,OFF-SU-10001133,3,2013,16,2013-04-15
4574,MX-2013-118577,Dp-132403,TEC-AC-10002712,4,2013,16,2013-04-15
4575,MX-2013-115182,AF-108853,OFF-EN-10003352,3,2013,35,2013-08-26
4576,US-2014-123288,MC-181003,TEC-PH-10001677,6,2014,47,2014-11-17
4577,MX-2013-139080,CB-125353,FUR-FU-10001711,3,2013,23,2013-06-03
4578,US-2011-108070,CB-124153,FUR-CH-10003706,7,2011,50,2011-12-05
4579,US-2011-108070,CB-124153,OFF-SU-10001382,6,2011,50,2011-12-05
4580,MX-2014-156615,GT-147553,OFF-BI-10000419,11,2014,23,2014-06-02
4581,MX-2014-156615,GT-147553,OFF-EN-10001327,3,2014,23,2014-06-02
4582,MX-2014-156615,GT-147553,FUR-TA-10000671,2,2014,23,2014-06-02
4583,MX-2014-156615,GT-147553,OFF-LA-10001677,2,2014,23,2014-06-02
4584,MX-2014-156615,GT-147553,TEC-AC-10003690,1,2014,23,2014-06-02
4585,MX-2011-150973,JB-160003,TEC-PH-10004196,3,2011,44,2011-10-24
4586,MX-2011-150973,JB-160003,OFF-ST-10000557,2,2011,44,2011-10-24
4587,MX-2014-134523,AC-104203,OFF-LA-10000203,5,2014,52,2014-12-22
4588,MX-2011-159688,DB-129103,OFF-AR-10000833,9,2011,30,2011-07-18
4589,MX-2011-159688,DB-129103,OFF-EN-10002490,2,2011,30,2011-07-18
4590,MX-2011-159688,DB-129103,TEC-AC-10002664,2,2011,30,2011-07-18
4591,MX-2014-165449,GT-146353,TEC-CO-10002768,6,2014,45,2014-11-03
4592,MX-2014-165449,GT-146353,FUR-TA-10001740,1,2014,45,2014-11-03
4593,US-2012-148810,EM-138253,TEC-CO-10004701,2,2012,44,2012-10-22
4594,MX-2013-125787,CM-122353,TEC-CO-10002009,2,2013,48,2013-11-25
4595,MX-2011-110583,MF-182503,OFF-SU-10003665,2,2011,45,2011-10-31
4596,MX-2012-169187,LS-172003,OFF-PA-10004998,4,2012,29,2012-07-09
4597,MX-2012-143196,NM-185203,FUR-BO-10000891,6,2012,2,2012-01-02
4598,MX-2012-143196,NM-185203,OFF-ST-10000496,13,2012,2,2012-01-02
4599,MX-2012-143196,NM-185203,TEC-PH-10000014,1,2012,2,2012-01-02
4600,MX-2011-130218,SJ-205003,OFF-LA-10003594,5,2011,50,2011-12-05
4601,MX-2014-168543,LD-170053,OFF-BI-10001191,5,2014,41,2014-10-06
4602,MX-2014-113376,MC-176053,TEC-PH-10003636,2,2014,26,2014-06-23
4603,MX-2013-140172,BD-115003,OFF-BI-10003952,7,2013,42,2013-10-14
4604,MX-2013-139661,SN-205603,OFF-BI-10002796,3,2013,36,2013-09-02
4605,MX-2013-139661,SN-205603,OFF-PA-10004385,7,2013,36,2013-09-02
4606,MX-2013-139661,SN-205603,OFF-EN-10002674,7,2013,36,2013-09-02
4607,MX-2013-139661,SN-205603,TEC-PH-10000960,1,2013,36,2013-09-02
4608,MX-2013-139661,SN-205603,OFF-EN-10004899,3,2013,36,2013-09-02
4609,US-2014-124366,JP-154603,TEC-AC-10003571,3,2014,25,2014-06-16
4610,MX-2011-102113,BM-111403,OFF-AR-10002486,2,2011,49,2011-11-28
4611,MX-2011-102113,BM-111403,OFF-LA-10003955,7,2011,49,2011-11-28
4612,MX-2012-161998,HD-147853,OFF-LA-10000190,5,2012,25,2012-06-11
4613,MX-2012-145009,CM-118303,OFF-ST-10000560,3,2012,26,2012-06-18
4614,US-2012-141390,TZ-214453,FUR-FU-10004598,3,2012,49,2012-11-26
4615,US-2012-141390,TZ-214453,OFF-PA-10002818,3,2012,49,2012-11-26
4616,US-2012-141390,TZ-214453,OFF-FA-10001427,9,2012,49,2012-11-26
4617,US-2012-141390,TZ-214453,OFF-PA-10003911,3,2012,49,2012-11-26
4618,MX-2014-132290,MC-178453,OFF-LA-10003271,5,2014,43,2014-10-20
4619,US-2011-169957,BS-117553,FUR-CH-10003485,1,2011,27,2011-06-27
4620,MX-2014-158099,AC-106603,OFF-BI-10002977,2,2014,10,2014-03-03
4621,MX-2012-110219,VP-217303,TEC-CO-10001893,3,2012,23,2012-05-28
4622,MX-2013-129308,SJ-202153,OFF-AP-10002439,3,2013,15,2013-04-08
4623,MX-2013-129308,SJ-202153,OFF-AR-10004012,3,2013,15,2013-04-08
4624,MX-2014-153857,MC-176053,OFF-PA-10000032,7,2014,41,2014-10-06
4625,MX-2014-153857,MC-176053,OFF-PA-10003911,4,2014,41,2014-10-06
4626,MX-2014-153857,MC-176053,OFF-AP-10003043,5,2014,41,2014-10-06
4627,MX-2014-151519,TH-215503,TEC-MA-10002040,7,2014,36,2014-09-01
4628,MX-2013-155117,LW-172153,OFF-AR-10003685,7,2013,15,2013-04-08
4629,MX-2013-155117,LW-172153,TEC-PH-10002708,2,2013,15,2013-04-08
4630,MX-2014-132528,TT-212203,FUR-CH-10002291,5,2014,16,2014-04-14
4631,MX-2014-132528,TT-212203,TEC-CO-10001450,2,2014,16,2014-04-14
4632,MX-2014-132528,TT-212203,OFF-ST-10000505,4,2014,16,2014-04-14
4633,MX-2012-160423,ME-177253,FUR-CH-10001130,5,2012,28,2012-07-02
4634,MX-2012-133396,QJ-192553,FUR-BO-10001390,2,2012,23,2012-05-28
4635,MX-2013-159366,RB-197053,TEC-AC-10000692,4,2013,42,2013-10-14
4636,MX-2013-159366,RB-197053,FUR-CH-10004669,3,2013,42,2013-10-14
4637,US-2011-102876,SP-206203,OFF-SU-10004643,3,2011,47,2011-11-14
4638,US-2014-119823,BK-112603,OFF-LA-10003955,8,2014,11,2014-03-10
4639,US-2013-161081,RA-199453,FUR-FU-10001175,3,2013,6,2013-02-04
4640,US-2013-161081,RA-199453,OFF-SU-10003701,3,2013,6,2013-02-04
4641,US-2013-161081,RA-199453,OFF-LA-10002650,2,2013,6,2013-02-04
4642,MX-2014-120208,CM-124453,FUR-TA-10002982,2,2014,30,2014-07-21
4643,MX-2014-120208,CM-124453,OFF-EN-10003850,9,2014,30,2014-07-21
4644,MX-2014-157525,TA-213853,OFF-LA-10004182,1,2014,39,2014-09-22
4645,MX-2014-157525,TA-213853,FUR-CH-10004795,7,2014,39,2014-09-22
4646,MX-2013-101455,LF-171853,OFF-BI-10000806,6,2013,37,2013-09-09
4647,MX-2014-150000,NC-186253,TEC-PH-10002306,2,2014,38,2014-09-15
4648,MX-2014-148726,JW-159553,FUR-CH-10000171,2,2014,34,2014-08-18
4649,MX-2014-122511,RR-195253,TEC-AC-10003857,4,2014,53,2014-12-29
4650,MX-2011-166562,PK-190753,TEC-PH-10003877,3,2011,26,2011-06-20
4651,US-2012-151561,CD-119203,TEC-PH-10004871,3,2012,11,2012-03-05
4652,MX-2011-115322,LW-172153,TEC-CO-10003370,3,2011,14,2011-03-28
4653,MX-2014-113040,TS-213703,OFF-EN-10003352,1,2014,46,2014-11-10
4654,MX-2014-113040,TS-213703,TEC-CO-10001234,3,2014,46,2014-11-10
4655,MX-2014-113040,TS-213703,TEC-CO-10001589,2,2014,46,2014-11-10
4656,US-2012-157644,CW-119053,TEC-AC-10003851,4,2012,19,2012-04-30
4657,US-2012-157644,CW-119053,OFF-EN-10003175,3,2012,19,2012-04-30
4658,MX-2011-109323,DH-130753,FUR-BO-10004508,2,2011,40,2011-09-26
4659,MX-2011-109323,DH-130753,OFF-ST-10004754,4,2011,40,2011-09-26
4660,US-2011-159457,KE-164203,OFF-AR-10003794,6,2011,40,2011-09-26
4661,US-2011-159457,KE-164203,FUR-BO-10003297,2,2011,40,2011-09-26
4662,MX-2013-146983,ND-184603,OFF-PA-10001283,2,2013,42,2013-10-14
4663,MX-2013-146983,ND-184603,FUR-CH-10002555,3,2013,42,2013-10-14
4664,MX-2013-146983,ND-184603,OFF-EN-10001375,4,2013,42,2013-10-14
4665,MX-2013-119697,BG-110353,OFF-BI-10003373,5,2013,39,2013-09-23
4666,MX-2013-119697,BG-110353,OFF-FA-10003638,3,2013,39,2013-09-23
4667,MX-2013-111073,MH-180253,OFF-SU-10004119,3,2013,46,2013-11-11
4668,MX-2013-111073,MH-180253,FUR-CH-10004827,5,2013,46,2013-11-11
4669,MX-2014-123575,KT-164653,OFF-ST-10000439,7,2014,43,2014-10-20
4670,MX-2014-123575,KT-164653,OFF-AP-10001406,4,2014,43,2014-10-20
4671,MX-2014-123575,KT-164653,FUR-TA-10000671,4,2014,43,2014-10-20
4672,MX-2014-123575,KT-164653,TEC-AC-10003964,3,2014,43,2014-10-20
4673,US-2014-164861,EJ-137203,FUR-FU-10000686,2,2014,36,2014-09-01
4674,US-2014-164861,EJ-137203,OFF-ST-10004296,2,2014,36,2014-09-01
4675,MX-2014-160724,CR-125803,FUR-CH-10001282,1,2014,5,2014-01-27
4676,MX-2012-134215,EB-139303,TEC-PH-10000577,7,2012,30,2012-07-16
4677,US-2014-129126,RD-199303,TEC-AC-10002799,2,2014,14,2014-03-31
4678,US-2014-129126,RD-199303,OFF-ST-10004330,5,2014,14,2014-03-31
4679,US-2014-135314,AB-100603,OFF-LA-10001063,3,2014,47,2014-11-17
4680,US-2014-135314,AB-100603,FUR-CH-10002010,6,2014,47,2014-11-17
4681,US-2014-135314,AB-100603,FUR-CH-10003941,2,2014,47,2014-11-17
4682,MX-2014-144134,AG-103303,OFF-LA-10003140,2,2014,13,2014-03-24
4683,MX-2014-169313,JM-158653,OFF-FA-10004186,3,2014,20,2014-05-12
4684,MX-2014-169313,JM-158653,FUR-CH-10001588,7,2014,20,2014-05-12
4685,MX-2014-156503,MV-181903,OFF-PA-10004421,13,2014,40,2014-09-29
4686,MX-2014-137400,VG-218053,OFF-AR-10004454,3,2014,38,2014-09-15
4687,MX-2014-137400,VG-218053,OFF-BI-10001191,1,2014,38,2014-09-15
4688,MX-2014-137400,VG-218053,OFF-PA-10004531,4,2014,38,2014-09-15
4689,MX-2014-137400,VG-218053,TEC-PH-10001548,7,2014,38,2014-09-15
4690,MX-2014-137400,VG-218053,OFF-EN-10002372,2,2014,38,2014-09-15
4691,MX-2014-137400,VG-218053,OFF-BI-10004042,13,2014,38,2014-09-15
4692,MX-2014-137400,VG-218053,FUR-CH-10000836,2,2014,38,2014-09-15
4693,MX-2014-148950,CA-123103,TEC-CO-10003655,2,2014,13,2014-03-24
4694,MX-2013-136959,EG-139003,OFF-FA-10002163,3,2013,52,2013-12-23
4695,MX-2014-135069,RH-194953,FUR-CH-10000932,4,2014,42,2014-10-13
4696,US-2013-165022,EM-142003,OFF-FA-10002268,1,2013,17,2013-04-22
4697,US-2011-155810,PB-192103,FUR-TA-10004353,2,2011,22,2011-05-23
4698,MX-2013-160948,ON-187153,OFF-PA-10001972,4,2013,44,2013-10-28
4699,MX-2013-160948,ON-187153,FUR-BO-10004899,5,2013,44,2013-10-28
4700,MX-2011-112914,KH-163603,OFF-AR-10003897,2,2011,44,2011-10-24
4701,MX-2011-112914,KH-163603,FUR-CH-10003109,4,2011,44,2011-10-24
4702,MX-2011-112914,KH-163603,OFF-AR-10003680,3,2011,44,2011-10-24
4703,MX-2011-112914,KH-163603,OFF-FA-10004533,3,2011,44,2011-10-24
4704,MX-2011-112914,KH-163603,OFF-FA-10000470,4,2011,44,2011-10-24
4705,MX-2011-112914,KH-163603,OFF-PA-10002372,2,2011,44,2011-10-24
4706,MX-2011-112914,KH-163603,TEC-PH-10003793,2,2011,44,2011-10-24
4707,US-2014-123897,BS-117553,OFF-AP-10004569,2,2014,41,2014-10-06
4708,US-2014-123897,BS-117553,OFF-AP-10004305,3,2014,41,2014-10-06
4709,US-2014-123897,BS-117553,OFF-SU-10003582,9,2014,41,2014-10-06
4710,MX-2014-129238,NP-187003,OFF-PA-10000032,8,2014,25,2014-06-16
4711,MX-2012-116589,BF-110803,OFF-ST-10003997,3,2012,9,2012-02-20
4712,US-2014-143441,TT-210703,FUR-FU-10004013,4,2014,44,2014-10-27
4713,MX-2012-117597,SS-204103,OFF-BI-10003373,3,2012,48,2012-11-19
4714,MX-2012-105417,CK-123253,OFF-EN-10003607,8,2012,49,2012-11-26
4715,MX-2012-105417,CK-123253,TEC-MA-10004615,3,2012,49,2012-11-26
4716,MX-2012-105417,CK-123253,OFF-EN-10003728,4,2012,49,2012-11-26
4717,MX-2012-105417,CK-123253,OFF-LA-10002334,2,2012,49,2012-11-26
4718,MX-2012-105417,CK-123253,TEC-AC-10002170,2,2012,49,2012-11-26
4719,MX-2012-105417,CK-123253,TEC-AC-10000575,3,2012,49,2012-11-26
4720,MX-2012-128818,AF-108853,OFF-AR-10003680,2,2012,19,2012-04-30
4721,US-2014-119354,RB-194353,OFF-LA-10002883,1,2014,42,2014-10-13
4722,US-2014-119354,RB-194353,TEC-MA-10002525,3,2014,42,2014-10-13
4723,US-2011-144204,Co-126403,TEC-PH-10002904,3,2011,26,2011-06-20
4724,MX-2014-166919,XP-218653,OFF-FA-10003144,2,2014,19,2014-05-05
4725,US-2014-139381,PJ-190153,FUR-CH-10004795,4,2014,40,2014-09-29
4726,US-2014-139381,PJ-190153,TEC-PH-10004328,3,2014,40,2014-09-29
4727,MX-2014-119613,TP-214153,OFF-FA-10002835,3,2014,46,2014-11-10
4728,MX-2014-119613,TP-214153,OFF-FA-10004206,3,2014,46,2014-11-10
4729,MX-2014-119613,TP-214153,TEC-CO-10003160,1,2014,46,2014-11-10
4730,MX-2012-154403,MT-180703,OFF-FA-10003879,4,2012,15,2012-04-02
4731,MX-2012-154403,MT-180703,FUR-FU-10001175,2,2012,15,2012-04-02
4732,MX-2012-154403,MT-180703,OFF-SU-10003701,1,2012,15,2012-04-02
4733,MX-2012-154403,MT-180703,OFF-LA-10000934,2,2012,15,2012-04-02
4734,MX-2012-154403,MT-180703,OFF-BI-10000136,4,2012,15,2012-04-02
4735,MX-2012-154403,MT-180703,OFF-LA-10001634,2,2012,15,2012-04-02
4736,MX-2012-154403,MT-180703,OFF-BI-10000925,7,2012,15,2012-04-02
4737,MX-2012-105718,JG-151603,TEC-PH-10003945,9,2012,39,2012-09-17
4738,MX-2012-105718,JG-151603,OFF-FA-10004586,2,2012,39,2012-09-17
4739,MX-2012-105718,JG-151603,FUR-BO-10003034,5,2012,39,2012-09-17
4740,MX-2012-105718,JG-151603,OFF-ST-10000028,2,2012,39,2012-09-17
4741,MX-2012-121678,JB-159253,FUR-CH-10004242,3,2012,48,2012-11-19
4742,MX-2012-121678,JB-159253,FUR-CH-10003844,3,2012,48,2012-11-19
4743,MX-2012-121678,JB-159253,OFF-BI-10003184,3,2012,48,2012-11-19
4744,MX-2012-121678,JB-159253,TEC-CO-10001756,1,2012,48,2012-11-19
4745,MX-2012-121678,JB-159253,FUR-CH-10000777,1,2012,48,2012-11-19
4746,US-2014-159485,SZ-200353,OFF-BI-10000814,5,2014,39,2014-09-22
4747,US-2014-159485,SZ-200353,OFF-EN-10004012,2,2014,39,2014-09-22
4748,US-2014-159485,SZ-200353,OFF-PA-10004155,1,2014,39,2014-09-22
4749,US-2014-134292,JK-156403,OFF-PA-10000781,3,2014,51,2014-12-15
4750,MX-2014-159352,CK-127603,OFF-SU-10001515,3,2014,29,2014-07-14
4751,MX-2011-134425,SV-207853,TEC-PH-10004184,2,2011,51,2011-12-12
4752,US-2014-152254,AB-102553,TEC-AC-10001355,3,2014,52,2014-12-22
4753,US-2014-152254,AB-102553,FUR-CH-10004669,3,2014,52,2014-12-22
4754,MX-2013-140354,AA-103153,OFF-PA-10004501,5,2013,6,2013-02-04
4755,MX-2011-140725,PG-188203,OFF-PA-10000362,5,2011,41,2011-10-03
4756,MX-2011-140725,PG-188203,FUR-BO-10004459,3,2011,41,2011-10-03
4757,MX-2012-145450,TB-215953,OFF-BI-10001183,3,2012,30,2012-07-16
4758,MX-2012-145450,TB-215953,OFF-AR-10000845,4,2012,30,2012-07-16
4759,MX-2014-169607,BS-116653,FUR-BO-10004472,4,2014,39,2014-09-22
4760,US-2013-163825,AJ-109453,OFF-SU-10004650,5,2013,22,2013-05-27
4761,US-2013-163825,AJ-109453,OFF-SU-10000480,5,2013,22,2013-05-27
4762,US-2014-115441,TZ-215803,TEC-MA-10001832,4,2014,46,2014-11-10
4763,US-2014-115441,TZ-215803,OFF-LA-10004312,10,2014,46,2014-11-10
4764,US-2014-115441,TZ-215803,OFF-AR-10003691,1,2014,46,2014-11-10
4765,MX-2014-126298,GH-144253,OFF-FA-10000509,5,2014,24,2014-06-09
4766,MX-2014-126298,GH-144253,FUR-FU-10004617,8,2014,24,2014-06-09
4767,MX-2014-126298,GH-144253,OFF-BI-10000963,1,2014,24,2014-06-09
4768,MX-2014-110009,GM-146803,OFF-LA-10001701,3,2014,35,2014-08-25
4769,MX-2014-110009,GM-146803,OFF-LA-10004947,2,2014,35,2014-08-25
4770,MX-2014-110009,GM-146803,TEC-AC-10004379,10,2014,35,2014-08-25
4771,MX-2014-110009,GM-146803,FUR-BO-10004423,4,2014,35,2014-08-25
4772,MX-2014-110009,GM-146803,OFF-ST-10004754,7,2014,35,2014-08-25
4773,MX-2014-112536,JW-152203,OFF-EN-10002348,2,2014,11,2014-03-10
4774,MX-2014-112536,JW-152203,FUR-CH-10000343,2,2014,11,2014-03-10
4775,MX-2014-112536,JW-152203,OFF-FA-10003879,5,2014,11,2014-03-10
4776,US-2014-138212,HA-149053,OFF-BI-10004654,2,2014,42,2014-10-13
4777,US-2014-138212,HA-149053,OFF-LA-10003337,6,2014,42,2014-10-13
4778,US-2014-138212,HA-149053,TEC-AC-10001274,9,2014,42,2014-10-13
4779,US-2014-138212,HA-149053,TEC-CO-10000387,3,2014,42,2014-10-13
4780,MX-2013-134649,TP-211303,FUR-BO-10003873,3,2013,28,2013-07-08
4781,US-2013-150924,NB-185803,FUR-CH-10000777,6,2013,40,2013-09-30
4782,US-2013-150924,NB-185803,TEC-CO-10004690,2,2013,40,2013-09-30
4783,US-2013-150924,NB-185803,FUR-BO-10002975,3,2013,40,2013-09-30
4784,MX-2011-117359,JW-160753,OFF-ST-10004017,7,2011,13,2011-03-21
4785,MX-2011-117359,JW-160753,TEC-PH-10000018,5,2011,13,2011-03-21
4786,MX-2014-130715,ZC-219103,FUR-FU-10004998,7,2014,37,2014-09-08
4787,MX-2014-130715,ZC-219103,TEC-MA-10001080,3,2014,37,2014-09-08
4788,MX-2014-136133,KM-162253,FUR-FU-10004888,1,2014,20,2014-05-12
