Row_ID,Ship_Mode,Shipping_Cost,Order_Priority
14245,"First Class",11.32,High
14246,"Standard Class",8.35,Medium
14247,"Standard Class",8.19,High
14248,"Standard Class",7.37,High
14249,"Standard Class",40.75,Medium
14250,"Standard Class",19.81,Medium
14251,"Standard Class",4.17,Medium
14252,"Second Class",9.50,Medium
14253,"Second Class",5.61,Medium
14254,"Second Class",3.37,Medium
14255,"Second Class",1.12,Medium
14256,"Second Class",0.91,Medium
14257,"Second Class",24.54,Medium
14258,"Second Class",2.27,Medium
14259,"Same Day",14.20,Critical
14260,"Standard Class",105.62,Medium
14261,"Standard Class",11.42,High
14262,"Second Class",31.30,High
14263,"Second Class",29.61,High
14264,"First Class",9.58,Medium
14265,"First Class",2.06,Medium
14266,"First Class",79.41,Medium
14267,"First Class",74.42,Medium
14268,"First Class",32.97,Medium
14269,"First Class",81.24,Medium
14270,"Second Class",52.92,Medium
14271,"Second Class",48.31,Medium
14272,"Standard Class",8.57,Medium
14273,"Standard Class",6.51,Medium
14274,"Standard Class",21.27,Medium
14275,"Standard Class",76.75,Medium
14276,"Standard Class",10.68,Medium
14277,"Standard Class",4.06,Medium
14278,"Standard Class",8.34,Medium
14279,"Standard Class",0.93,Medium
14280,"Standard Class",22.05,High
14281,"First Class",52.56,High
14282,"First Class",27.53,Medium
14283,"First Class",0.20,Medium
14284,"First Class",10.10,Medium
14285,"First Class",103.78,Medium
14286,"Standard Class",12.71,Medium
14287,"Standard Class",25.82,Medium
14288,"First Class",17.78,Critical
14289,"First Class",143.23,Critical
14290,"First Class",62.15,Critical
14291,"First Class",35.14,Critical
14292,"First Class",17.92,Critical
14293,"Second Class",81.56,Medium
14294,"Second Class",11.22,Medium
14295,"Second Class",2.62,Medium
14296,"First Class",7.51,High
14297,"Same Day",4.10,Medium
14298,"Same Day",0.16,Medium
14299,"Same Day",20.78,Medium
14300,"Standard Class",119.53,Medium
14301,"Standard Class",37.05,Medium
14302,"Standard Class",3.38,Medium
14303,"Standard Class",1.60,Medium
14304,"Standard Class",8.31,High
14305,"Standard Class",35.40,High
14306,"Standard Class",23.08,High
14307,"Standard Class",3.11,High
14308,"Standard Class",6.68,Medium
14309,"Standard Class",3.49,Medium
14310,"Standard Class",71.39,Medium
14311,"Second Class",305.25,Critical
14312,"Second Class",11.88,Critical
14313,"Standard Class",1.11,Medium
14314,"First Class",64.53,High
14315,"First Class",27.98,High
14316,"First Class",12.63,High
14317,"Standard Class",41.40,Medium
14318,"Standard Class",6.25,Medium
14319,"Standard Class",8.49,Medium
14320,"Standard Class",5.41,High
14321,"First Class",18.85,Medium
14322,"Standard Class",13.05,Medium
14323,"Standard Class",155.69,Medium
14324,"Standard Class",7.34,Medium
14325,"Same Day",1.59,High
14326,"Second Class",8.79,Medium
14327,"Standard Class",28.16,Medium
14328,"Standard Class",5.03,Medium
14329,"Standard Class",6.89,Medium
14330,"Second Class",11.38,Medium
14331,"Standard Class",45.28,Medium
14332,"Standard Class",24.03,Medium
14333,"Standard Class",5.22,Medium
14334,"Standard Class",2.63,Medium
14335,"Second Class",33.90,Medium
14336,"Second Class",15.35,Medium
14337,"Second Class",1.43,Medium
14338,"Standard Class",9.81,Medium
14339,"Standard Class",7.67,Medium
14340,"Standard Class",19.58,Medium
14341,"Standard Class",32.71,High
14342,"Standard Class",20.83,High
14343,"Standard Class",26.68,High
14344,"Standard Class",0.88,Medium
14345,"Standard Class",12.85,Medium
14346,"Standard Class",0.74,Medium
14347,"Standard Class",20.99,Medium
14348,"Standard Class",44.09,Medium
14349,"Standard Class",21.10,Medium
14350,"Standard Class",5.13,Medium
14351,"Standard Class",5.09,Medium
14352,"First Class",14.89,Critical
14353,"First Class",28.41,Critical
14354,"First Class",92.22,Critical
14355,"First Class",21.98,Critical
14356,"First Class",31.28,Critical
14357,"First Class",134.29,High
14358,"First Class",56.30,High
14359,"Standard Class",24.76,Medium
14360,"Standard Class",3.08,Medium
14361,"Standard Class",12.04,Medium
14362,"Standard Class",15.13,Medium
14363,"Standard Class",28.00,Medium
14364,"Standard Class",58.07,Medium
14365,"Standard Class",9.50,Medium
14366,"Standard Class",3.20,Medium
14367,"Standard Class",2.45,Medium
14368,"Standard Class",3.85,Medium
14369,"Standard Class",2.56,Medium
14370,"Standard Class",1.43,Medium
14371,"First Class",5.29,High
14372,"First Class",1.60,High
14373,"First Class",2.22,High
14374,"First Class",18.18,High
14375,"Second Class",67.72,Medium
14376,"Second Class",4.91,Medium
14377,"Standard Class",20.34,Medium
14378,"Standard Class",8.37,High
14379,"Standard Class",2.68,High
14380,"Standard Class",98.86,Medium
14381,"Standard Class",19.13,Medium
14382,"Standard Class",2.63,Medium
14383,"Standard Class",4.38,Medium
14384,"Second Class",6.06,Medium
14385,"Second Class",38.45,Medium
14386,"Standard Class",7.98,Medium
14387,"Standard Class",3.70,Medium
14388,"First Class",204.65,Critical
14389,"First Class",324.98,Critical
14390,"Second Class",11.55,High
14391,"Standard Class",50.87,Medium
14392,"Standard Class",13.77,Medium
14393,"First Class",4.48,High
14394,"First Class",7.94,High
14395,"Standard Class",7.16,Medium
14396,"Standard Class",11.98,Medium
14397,"Standard Class",6.06,Medium
14398,"Standard Class",33.22,Medium
14399,"Standard Class",2.20,Medium
14400,"Standard Class",28.42,Medium
14401,"Standard Class",22.48,Medium
14402,"Standard Class",6.43,Medium
14403,"Second Class",8.46,Medium
14404,"Standard Class",5.87,Medium
14405,"Standard Class",442.49,Low
14406,"Standard Class",32.05,Low
14407,"Same Day",0.20,Medium
14408,"First Class",28.54,High
14409,"First Class",5.17,High
14410,"Standard Class",6.83,Medium
14411,"Standard Class",14.70,Medium
14412,"Standard Class",9.56,High
14413,"Standard Class",1.86,Medium
14414,"Standard Class",0.93,Medium
14415,"Second Class",33.42,Medium
14416,"Second Class",14.94,Medium
14417,"Second Class",54.05,Medium
14418,"Second Class",82.70,Medium
14419,"Same Day",333.02,Critical
14420,"Standard Class",3.05,Low
14421,"Standard Class",65.54,Medium
14422,"Standard Class",2.46,Medium
14423,"Standard Class",8.35,Medium
14424,"Same Day",2.23,Critical
14425,"Standard Class",109.83,Medium
14426,"Standard Class",15.62,Medium
14427,"Standard Class",5.96,Medium
14428,"Standard Class",8.03,Medium
14429,"Standard Class",12.94,Medium
14430,"Standard Class",19.36,Medium
14431,"Standard Class",1.75,Medium
14432,"Standard Class",1.00,Medium
14433,"Standard Class",7.49,Medium
14434,"Standard Class",5.17,Medium
14435,"First Class",0.97,Critical
14436,"First Class",16.58,Critical
14437,"Standard Class",23.91,Medium
14438,"Standard Class",3.48,Medium
14439,"Standard Class",1.14,Medium
14440,"Standard Class",4.91,Medium
14441,"Standard Class",20.55,Medium
14442,"Standard Class",2.28,Medium
14443,"Standard Class",2.27,Medium
14444,"Standard Class",6.93,Medium
14445,"Standard Class",15.78,Medium
14446,"First Class",11.40,Critical
14447,"Standard Class",4.51,Medium
14448,"Standard Class",4.72,Medium
14449,"Standard Class",15.46,Medium
14450,"Standard Class",32.72,Medium
14451,"Standard Class",1.15,Medium
14452,"Standard Class",1.71,Medium
14453,"Same Day",9.37,Medium
14454,"Standard Class",9.62,Medium
14455,"Standard Class",7.59,Medium
14456,"First Class",6.22,Critical
14457,"Standard Class",23.47,Medium
14458,"Second Class",19.72,Medium
14459,"Second Class",5.17,Medium
14460,"First Class",62.40,High
14461,"First Class",104.61,High
14462,"First Class",16.51,High
14463,"First Class",24.23,High
14464,"Standard Class",3.11,Medium
14465,"First Class",28.62,Critical
14466,"First Class",124.98,Critical
14467,"Standard Class",12.46,High
14468,"Standard Class",0.26,Medium
14469,"Standard Class",5.17,Medium
14470,"Standard Class",15.94,Medium
14471,"Standard Class",2.26,Medium
14472,"Standard Class",23.19,Medium
14473,"Standard Class",5.08,Medium
14474,"Standard Class",7.38,Medium
14475,"First Class",19.28,Critical
14476,"Standard Class",1.85,High
14477,"Standard Class",45.67,Medium
14478,"First Class",5.88,Critical
14479,"First Class",4.55,Critical
14480,"First Class",174.41,Critical
14481,"Second Class",26.58,Medium
14482,"Second Class",1.20,Medium
14483,"Standard Class",0.77,Medium
14484,"Standard Class",15.31,Medium
14485,"First Class",3.77,High
14486,"First Class",5.94,High
14487,"First Class",4.81,High
14488,"Second Class",20.37,Critical
14489,"Second Class",4.64,Critical
14490,"Second Class",30.34,High
14491,"Standard Class",78.86,Medium
14492,"Same Day",123.83,Critical
14493,"Same Day",39.58,Critical
14494,"Second Class",0.93,Medium
14495,"Second Class",69.26,Medium
14496,"Second Class",16.03,Medium
14497,"Second Class",17.58,Medium
14498,"Second Class",3.47,Medium
14499,"Second Class",52.62,Medium
14500,"Standard Class",84.68,Medium
14501,"Standard Class",2.20,Medium
14502,"Standard Class",24.81,Medium
14503,"First Class",11.24,High
14504,"First Class",66.81,High
14505,"First Class",17.89,High
14506,"Standard Class",1.32,Medium
14507,"Standard Class",21.19,Medium
14508,"Standard Class",1.66,Medium
14509,"Standard Class",27.69,Medium
14510,"Standard Class",6.10,Medium
14511,"Standard Class",0.10,Medium
14512,"Standard Class",0.90,High
14513,"Standard Class",27.46,Medium
14514,"Second Class",2.37,Medium
14515,"Second Class",4.50,Medium
14516,"Second Class",13.69,Medium
14517,"Standard Class",7.79,Medium
14518,"Second Class",163.07,High
14519,"Standard Class",116.59,Medium
14520,"Standard Class",2.41,Medium
14521,"Standard Class",1.68,Medium
14522,"Standard Class",1.02,Medium
14523,"Standard Class",24.70,Medium
14524,"Second Class",55.39,Medium
14525,"Second Class",16.75,High
14526,"Second Class",15.65,High
14527,"First Class",74.11,High
14528,"Standard Class",8.41,Medium
14529,"Standard Class",8.93,Medium
14530,"Standard Class",35.20,Medium
14531,"Standard Class",48.01,Medium
14532,"Standard Class",3.35,Medium
14533,"Standard Class",33.12,Medium
14534,"Standard Class",2.10,Medium
14535,"Second Class",24.88,High
14536,"Standard Class",16.48,Low
14537,"First Class",5.12,High
14538,"First Class",14.25,High
14539,"First Class",36.09,High
14540,"First Class",28.82,High
14541,"First Class",122.94,High
14542,"Second Class",3.34,Medium
14543,"First Class",3.03,Medium
14544,"First Class",1.45,Medium
14545,"Standard Class",6.17,Medium
14546,"Standard Class",10.80,Medium
14547,"Standard Class",4.22,Medium
14548,"Standard Class",5.71,Medium
14549,"Standard Class",9.82,Low
14550,"Standard Class",0.87,Low
14551,"Standard Class",6.45,Low
14552,"Standard Class",1.00,Medium
14553,"Second Class",4.65,High
14554,"Standard Class",65.69,Medium
14555,"Standard Class",3.44,Medium
14556,"Standard Class",85.99,Medium
14557,"Second Class",10.29,Critical
14558,"Second Class",26.53,High
14559,"Second Class",1.57,Medium
14560,"Standard Class",133.84,Medium
14561,"Standard Class",8.68,Low
14562,"Standard Class",28.33,Medium
14563,"Standard Class",15.76,High
14564,"Standard Class",10.74,Medium
14565,"Second Class",12.40,Medium
14566,"Standard Class",17.40,Medium
14567,"Standard Class",22.63,Medium
14568,"Standard Class",10.05,Medium
14569,"Standard Class",6.13,Medium
14570,"Standard Class",9.10,Medium
14571,"Same Day",5.17,Critical
14572,"Same Day",179.84,Critical
14573,"Standard Class",8.53,Medium
14574,"Standard Class",36.26,Medium
14575,"Second Class",2.05,Medium
14576,"Second Class",96.43,Medium
14577,"Second Class",45.14,Medium
14578,"First Class",12.33,Critical
14579,"First Class",12.41,Critical
14580,"Standard Class",42.91,Medium
14581,"Second Class",11.54,High
14582,"Second Class",3.24,Medium
14583,"Second Class",10.82,Medium
14584,"Second Class",157.34,Medium
14585,"Standard Class",21.79,Medium
14586,"Second Class",11.63,Medium
14587,"Second Class",0.87,Medium
14588,"Standard Class",4.57,High
14589,"Standard Class",0.74,Medium
14590,"Standard Class",93.94,Medium
14591,"Standard Class",1.37,Medium
14592,"First Class",3.01,Medium
14593,"Second Class",8.86,High
14594,"Second Class",7.73,High
14595,"Second Class",16.32,High
14596,"First Class",42.15,High
14597,"First Class",2.13,High
14598,"First Class",29.99,High
14599,"First Class",111.25,High
14600,"First Class",28.94,High
14601,"First Class",2.05,High
14602,"First Class",6.70,High
14603,"First Class",5.85,High
14604,"Same Day",43.33,High
14605,"Same Day",13.69,High
14606,"Same Day",15.43,High
14607,"Same Day",76.02,High
14608,"First Class",263.82,Medium
14609,"Standard Class",2.04,Medium
14610,"Standard Class",8.78,Medium
14611,"Standard Class",3.43,Medium
14612,"Standard Class",7.33,Medium
14613,"Standard Class",10.76,Medium
14614,"Standard Class",11.09,Medium
14615,"Standard Class",61.45,Medium
14616,"Standard Class",25.20,Medium
14617,"Second Class",3.74,Medium
14618,"Second Class",43.14,High
14619,"Second Class",259.97,High
14620,"Second Class",57.37,High
14621,"Standard Class",9.30,Medium
14622,"Standard Class",4.53,Medium
14623,"Second Class",5.02,High
14624,"Second Class",24.40,High
14625,"Second Class",2.81,High
14626,"Second Class",96.59,High
14627,"First Class",7.17,Critical
14628,"Same Day",8.45,High
14629,"Same Day",10.58,High
14630,"Standard Class",30.76,Medium
14631,"Standard Class",1.25,Medium
14632,"Standard Class",1.47,Medium
14633,"Standard Class",35.39,Medium
14634,"Standard Class",18.73,Medium
14635,"Second Class",30.68,High
14636,"Second Class",47.60,High
14637,"First Class",36.32,Critical
14638,"First Class",80.06,Critical
14639,"First Class",13.21,Critical
14640,"Second Class",4.16,High
14641,"Second Class",78.00,High
14642,"Second Class",3.86,Medium
14643,"Same Day",100.32,Critical
14644,"Standard Class",5.20,Medium
14645,"Standard Class",31.29,Medium
14646,"Standard Class",7.92,Medium
14647,"Standard Class",3.15,Medium
14648,"Standard Class",9.33,Low
14649,"Standard Class",9.45,Low
14650,"Standard Class",2.62,Medium
14651,"Second Class",1.26,Medium
14652,"Second Class",6.58,Medium
14653,"Second Class",147.45,High
14654,"Second Class",13.14,High
14655,"Second Class",181.95,High
14656,"Second Class",2.19,High
14657,"Standard Class",0.77,Medium
14658,"First Class",3.61,High
14659,"First Class",4.77,High
14660,"First Class",44.47,High
14661,"First Class",5.53,High
14662,"Standard Class",58.68,Medium
14663,"Standard Class",17.58,Medium
14664,"Standard Class",9.21,Medium
14665,"Standard Class",1.91,Low
14666,"Standard Class",26.06,Low
14667,"Standard Class",6.77,Medium
14668,"Standard Class",13.55,Medium
14669,"Second Class",5.17,High
14670,"Standard Class",6.42,Medium
14671,"Standard Class",12.83,Medium
14672,"Second Class",34.94,Medium
14673,"Second Class",0.78,Medium
14674,"Standard Class",19.62,High
14675,"Standard Class",2.65,High
14676,"Standard Class",112.85,High
14677,"Standard Class",77.30,High
14678,"Standard Class",10.92,Medium
14679,"Same Day",23.02,Medium
14680,"Same Day",9.61,Medium
14681,"Standard Class",2.31,Medium
14682,"Standard Class",17.51,Medium
14683,"Standard Class",17.47,Low
14684,"Standard Class",4.64,Low
14685,"Standard Class",8.72,Low
14686,"Standard Class",20.89,Low
14687,"Standard Class",14.53,High
14688,"First Class",17.77,Medium
14689,"First Class",1.62,Medium
14690,"First Class",23.41,Medium
14691,"First Class",27.84,Medium
14692,"Standard Class",12.02,Medium
14693,"Second Class",8.54,Critical
14694,"Second Class",7.39,Medium
14695,"Second Class",2.41,Medium
14696,"Second Class",3.61,Medium
14697,"Standard Class",5.55,Medium
14698,"Standard Class",2.54,Medium
14699,"Same Day",7.24,Critical
14700,"Same Day",6.55,Medium
14701,"Same Day",11.38,Medium
14702,"Same Day",4.47,Medium
14703,"Same Day",56.92,Medium
14704,"Same Day",46.90,Medium
14705,"Standard Class",2.29,Medium
14706,"Standard Class",4.06,Medium
14707,"Standard Class",263.47,High
14708,"Standard Class",7.74,Medium
14709,"Standard Class",39.26,Medium
14710,"Standard Class",8.16,Low
14711,"Standard Class",139.07,Low
14712,"Standard Class",183.90,Low
14713,"Standard Class",11.59,Low
14714,"Second Class",4.22,Medium
14715,"Second Class",33.97,Medium
14716,"Standard Class",53.03,High
14717,"Standard Class",9.15,High
14718,"Standard Class",6.08,High
14719,"Standard Class",7.16,High
14720,"Second Class",42.01,Critical
14721,"Second Class",515.24,Critical
14722,"Second Class",255.57,Critical
14723,"Standard Class",28.66,Medium
14724,"Standard Class",0.83,Medium
14725,"Standard Class",8.21,Medium
14726,"Standard Class",0.82,Medium
14727,"Standard Class",66.18,Medium
14728,"Standard Class",1.33,Medium
14729,"Standard Class",3.68,Medium
14730,"Second Class",22.96,High
14731,"Second Class",12.05,High
14732,"Standard Class",1.15,Medium
14733,"Standard Class",8.94,Medium
14734,"Second Class",4.18,High
14735,"Second Class",46.38,High
14736,"Second Class",15.54,High
14737,"Standard Class",2.51,Medium
14738,"Standard Class",2.20,Medium
14739,"First Class",4.58,Medium
14740,"First Class",1.95,High
14741,"Standard Class",3.11,Medium
14742,"Standard Class",2.29,High
14743,"Standard Class",75.44,Medium
14744,"Standard Class",0.28,Medium
14745,"Second Class",1.01,Medium
14746,"Standard Class",56.69,High
14747,"Standard Class",5.23,High
14748,"First Class",4.55,Medium
14749,"Same Day",13.80,Medium
14750,"Standard Class",54.50,Medium
14751,"Standard Class",9.90,High
14752,"Second Class",1.21,Medium
14753,"Same Day",77.70,Critical
14754,"Standard Class",3.15,High
14755,"Standard Class",0.70,Medium
14756,"Standard Class",6.82,Medium
14757,"Standard Class",57.66,High
14758,"Same Day",4.96,High
14759,"Same Day",247.99,High
14760,"Same Day",25.89,High
14761,"Standard Class",9.31,High
14762,"Standard Class",9.90,High
14763,"Second Class",4.81,Medium
14764,"Second Class",28.42,Medium
14765,"Second Class",17.10,Medium
14766,"Second Class",11.72,Medium
14767,"Second Class",3.09,Medium
14768,"Second Class",2.81,Medium
14769,"Standard Class",2.40,Medium
14770,"Standard Class",8.77,High
14771,"Standard Class",32.13,Medium
14772,"Standard Class",0.94,Medium
14773,"Standard Class",2.58,Medium
14774,"Standard Class",5.93,Medium
14775,"Same Day",9.84,High
14776,"Standard Class",2.89,Low
14777,"Standard Class",5.54,Low
14778,"Standard Class",30.38,High
14779,"Standard Class",5.54,Medium
14780,"Standard Class",3.75,Medium
14781,"Standard Class",13.26,High
14782,"First Class",13.74,Medium
14783,"Second Class",2.48,High
14784,"Second Class",4.29,High
14785,"Second Class",5.99,High
14786,"Second Class",22.73,High
14787,"Second Class",5.75,High
14788,"Second Class",12.38,High
14789,"Second Class",7.29,High
14790,"Standard Class",10.75,High
14791,"Second Class",45.25,High
14792,"Standard Class",18.20,Medium
14793,"Standard Class",10.99,Medium
14794,"Second Class",144.50,Medium
14795,"Standard Class",4.81,Medium
14796,"Standard Class",3.74,Medium
14797,"Standard Class",12.71,Medium
14798,"Standard Class",2.81,Medium
14799,"Standard Class",5.81,Low
14800,"Standard Class",22.53,Low
14801,"Second Class",2.79,Medium
14802,"Second Class",20.10,Medium
14803,"Second Class",2.63,Medium
14804,"Second Class",5.05,Medium
14805,"Second Class",1.33,Medium
14806,"Second Class",5.91,Medium
14807,"Standard Class",4.10,Medium
14808,"Standard Class",26.02,Medium
14809,"Standard Class",3.93,Medium
14810,"Standard Class",0.73,Medium
14811,"Standard Class",0.10,High
14812,"Second Class",0.89,Medium
14813,"Second Class",2.33,Medium
14814,"First Class",29.66,High
14815,"Standard Class",14.72,Medium
14816,"Standard Class",3.08,Medium
14817,"Same Day",7.41,High
14818,"Same Day",234.79,High
14819,"Standard Class",69.08,High
14820,"Standard Class",30.37,High
14821,"Standard Class",303.59,High
14822,"Standard Class",11.71,High
14823,"Standard Class",18.86,High
14824,"Standard Class",3.10,High
14825,"First Class",11.89,Critical
14826,"First Class",30.78,Critical
14827,"Standard Class",1.40,Medium
14828,"Standard Class",41.53,Medium
14829,"Standard Class",3.22,Medium
14830,"Same Day",38.84,High
14831,"Same Day",30.11,High
14832,"Standard Class",3.76,High
14833,"Standard Class",3.33,High
14834,"First Class",9.53,Critical
14835,"Standard Class",12.33,Medium
14836,"Standard Class",14.35,Medium
14837,"Standard Class",0.23,Medium
14838,"Standard Class",15.64,Medium
14839,"Standard Class",37.06,Low
14840,"First Class",0.81,Medium
14841,"Standard Class",74.94,High
14842,"Standard Class",5.43,High
14843,"Standard Class",0.55,Medium
14844,"Same Day",23.00,Critical
14845,"Same Day",51.62,Critical
14846,"Standard Class",6.45,Medium
14847,"First Class",40.74,High
14848,"Same Day",53.98,Critical
14849,"Standard Class",3.88,High
14850,"Standard Class",19.18,High
14851,"Standard Class",13.74,High
14852,"Standard Class",4.36,High
14853,"Standard Class",4.28,High
14854,"Standard Class",187.69,High
14855,"Standard Class",3.90,High
14856,"Standard Class",9.04,High
14857,"Standard Class",12.58,High
14858,"Standard Class",1.57,High
14859,"Standard Class",23.56,High
14860,"First Class",7.68,Medium
14861,"Standard Class",5.02,Medium
14862,"Standard Class",54.69,Medium
14863,"Standard Class",2.01,Medium
14864,"Second Class",16.78,Medium
14865,"First Class",0.99,High
14866,"First Class",5.31,High
14867,"Standard Class",5.22,High
14868,"Standard Class",9.15,Medium
14869,"First Class",139.58,High
14870,"Standard Class",0.96,Medium
14871,"Standard Class",24.13,Medium
14872,"Standard Class",1.12,Medium
14873,"Second Class",30.31,Medium
14874,"Standard Class",4.03,Medium
14875,"Standard Class",4.84,Medium
14876,"Standard Class",5.85,Medium
14877,"Standard Class",4.35,Medium
14878,"Standard Class",6.55,Medium
14879,"Standard Class",48.91,High
14880,"Standard Class",40.41,High
14881,"Standard Class",3.25,Medium
14882,"Second Class",8.89,High
14883,"First Class",4.00,High
14884,"Second Class",102.71,Critical
14885,"Second Class",3.82,Critical
14886,"Second Class",7.07,High
14887,"Second Class",61.22,High
14888,"Standard Class",166.39,High
14889,"Standard Class",8.35,High
14890,"Standard Class",17.64,High
14891,"Standard Class",5.75,High
14892,"Standard Class",25.58,High
14893,"Standard Class",29.68,Medium
14894,"Standard Class",2.51,Medium
14895,"Standard Class",0.55,Medium
14896,"First Class",7.39,Medium
14897,"First Class",23.62,Critical
14898,"First Class",13.18,Critical
14899,"First Class",17.45,Critical
14900,"First Class",23.94,Critical
14901,"First Class",28.37,Critical
14902,"First Class",266.02,Critical
14903,"Standard Class",57.54,High
14904,"Standard Class",2.99,High
14905,"Standard Class",87.77,High
14906,"Standard Class",4.38,High
14907,"Standard Class",9.81,High
14908,"First Class",9.76,Medium
14909,"First Class",23.18,Critical
14910,"First Class",38.65,Critical
14911,"Standard Class",27.42,Low
14912,"First Class",48.57,Critical
14913,"Standard Class",22.35,Medium
14914,"Standard Class",2.27,Medium
14915,"Standard Class",1.48,Medium
14916,"First Class",18.27,Medium
14917,"First Class",6.94,Medium
14918,"First Class",1.98,Medium
14919,"First Class",3.59,Medium
14920,"Standard Class",3.02,Medium
14921,"Standard Class",44.48,Medium
14922,"Standard Class",25.63,Medium
14923,"Second Class",13.19,High
14924,"Second Class",58.73,High
14925,"Second Class",3.05,Medium
14926,"Standard Class",3.31,Medium
14927,"Standard Class",4.00,Medium
14928,"Standard Class",4.59,High
14929,"Standard Class",9.48,Medium
14930,"First Class",87.68,Medium
14931,"First Class",14.97,Medium
14932,"First Class",16.27,Medium
14933,"Standard Class",5.01,Medium
14934,"Standard Class",1.92,Medium
14935,"Standard Class",88.90,Medium
14936,"Standard Class",26.56,Medium
14937,"Second Class",2.33,Medium
14938,"Second Class",21.58,Medium
14939,"Second Class",125.90,Medium
14940,"Second Class",39.98,High
14941,"Standard Class",208.39,High
14942,"Standard Class",11.68,Medium
14943,"Standard Class",4.79,Medium
14944,"First Class",8.96,High
14945,"First Class",5.31,Medium
14946,"First Class",53.42,Critical
14947,"Second Class",2.78,Medium
14948,"First Class",91.51,Medium
14949,"First Class",48.23,Medium
14950,"First Class",3.09,High
14951,"First Class",87.06,High
14952,"First Class",353.57,High
14953,"First Class",6.47,High
14954,"First Class",206.61,Critical
14955,"Second Class",12.85,Medium
14956,"Standard Class",9.12,High
14957,"First Class",16.27,Critical
14958,"First Class",3.24,High
14959,"Second Class",71.14,Critical
14960,"Second Class",45.10,Critical
14961,"Second Class",39.53,Critical
14962,"Second Class",4.60,Critical
14963,"Second Class",41.79,Critical
14964,"Second Class",69.95,Critical
14965,"First Class",11.84,Medium
14966,"First Class",1.56,Medium
14967,"First Class",30.36,High
14968,"First Class",4.67,High
14969,"First Class",11.21,High
14970,"Second Class",74.58,Critical
14971,"First Class",0.28,Medium
14972,"Standard Class",4.30,Medium
14973,"Standard Class",18.46,Medium
14974,"Standard Class",5.59,Medium
14975,"Standard Class",11.02,Medium
14976,"Standard Class",10.26,Medium
14977,"Standard Class",11.84,Medium
14978,"Standard Class",81.06,High
14979,"Standard Class",12.69,High
14980,"Standard Class",2.12,Medium
14981,"Same Day",15.72,High
14982,"First Class",4.86,Critical
14983,"First Class",95.31,Critical
14984,"First Class",128.05,Critical
14985,"First Class",4.92,Critical
14986,"Standard Class",3.79,Medium
14987,"Standard Class",14.62,Medium
14988,"Standard Class",0.59,Medium
14989,"Standard Class",2.22,Medium
14990,"Standard Class",1.47,Medium
14991,"Standard Class",53.93,High
14992,"Standard Class",34.96,High
14993,"First Class",49.02,Medium
14994,"Same Day",23.15,High
14995,"Same Day",5.74,High
14996,"Same Day",6.33,High
14997,"First Class",31.81,Critical
14998,"Second Class",13.03,Medium
14999,"Standard Class",22.16,High
15000,"Standard Class",35.11,High
15001,"Standard Class",14.63,High
15002,"Standard Class",5.71,High
15003,"Second Class",2.41,Medium
15004,"Standard Class",2.84,Medium
15005,"Standard Class",0.64,Medium
15006,"Standard Class",1.86,Medium
15007,"Standard Class",1.44,Medium
15008,"First Class",60.91,Medium
15009,"Standard Class",35.54,Medium
15010,"Standard Class",30.52,Medium
15011,"Standard Class",7.05,Medium
15012,"Standard Class",2.55,High
15013,"Standard Class",61.98,High
15014,"Standard Class",2.98,High
15015,"Standard Class",6.60,High
15016,"Standard Class",5.58,High
15017,"Standard Class",6.01,Medium
15018,"First Class",16.71,High
15019,"Standard Class",2.19,Medium
15020,"Standard Class",3.65,Medium
15021,"Standard Class",3.63,Medium
15022,"Second Class",32.75,High
15023,"Second Class",3.41,High
15024,"Standard Class",21.52,High
15025,"Standard Class",12.90,Medium
15026,"First Class",10.67,High
15027,"Standard Class",11.19,Medium
15028,"Standard Class",25.22,Medium
15029,"Same Day",9.42,Medium
15030,"Second Class",16.01,Medium
15031,"Second Class",1.96,Medium
15032,"Second Class",2.75,Medium
15033,"Standard Class",23.79,Low
15034,"Standard Class",40.09,Low
15035,"Second Class",2.76,High
15036,"Second Class",21.50,Medium
15037,"Second Class",75.83,Medium
15038,"Second Class",10.73,Medium
15039,"Standard Class",32.14,Medium
15040,"First Class",15.00,Medium
15041,"Standard Class",2.41,Medium
15042,"Standard Class",3.31,Medium
15043,"Standard Class",165.22,Medium
15044,"Standard Class",14.28,Medium
15045,"Standard Class",4.43,Medium
15046,"Standard Class",3.69,Medium
15047,"Second Class",1.39,Medium
15048,"Standard Class",6.62,Medium
15049,"Standard Class",11.94,Medium
15050,"Standard Class",7.78,High
15051,"Standard Class",11.05,High
15052,"Standard Class",59.37,High
15053,"Standard Class",7.82,High
15054,"Second Class",3.81,Medium
15055,"Second Class",2.24,Medium
15056,"Standard Class",6.27,High
15057,"Second Class",3.67,Medium
15058,"Second Class",4.53,Medium
15059,"Standard Class",5.17,Medium
15060,"Standard Class",6.23,Medium
15061,"Standard Class",57.04,High
15062,"Standard Class",54.22,Medium
15063,"Standard Class",4.78,Medium
15064,"Standard Class",14.06,Medium
15065,"Standard Class",25.72,Medium
15066,"Standard Class",37.15,Medium
15067,"Second Class",60.99,High
15068,"Second Class",5.03,High
15069,"Second Class",191.64,High
15070,"Second Class",2.99,Medium
15071,"Standard Class",5.75,High
15072,"Standard Class",3.66,Medium
15073,"Second Class",11.72,High
15074,"Standard Class",5.92,Medium
15075,"Standard Class",4.33,High
15076,"Standard Class",18.90,High
15077,"Standard Class",9.12,High
