Row_ID,Order_ID,Sales,Profit,Discount
12759,ES-2014-1779830,109,-32.78,0.40
12760,ES-2014-5291112,32,2.52,0.00
12761,ES-2014-5291112,77,27.09,0.00
12762,ES-2014-5291112,27,3.78,0.00
12763,ES-2014-5281275,20,9.36,0.00
12764,ES-2014-5295631,1101,352.08,0.00
12765,ES-2012-1211810,560,43.54,0.10
12766,ES-2012-1929989,181,63.21,0.00
12767,ES-2012-1929989,27,6.72,0.00
12768,ES-2012-1929989,2811,702.75,0.00
12769,ES-2014-5891109,292,12.92,0.10
12770,ES-2014-5891109,162,77.70,0.00
12771,ES-2014-5891109,103,29.76,0.00
12772,ES-2014-5891109,100,24.84,0.00
12773,ES-2014-5891109,85,0.00,0.00
12774,ES-2014-5891109,2057,431.76,0.00
12775,ES-2011-3832823,126,59.13,0.00
12776,ES-2011-3832823,97,36.63,0.00
12777,ES-2011-3832823,104,26.64,0.10
12778,ES-2011-3832823,94,20.64,0.00
12779,ES-2011-2911640,247,34.56,0.00
12780,IT-2012-1941104,341,-341.48,0.50
12781,ES-2012-1763830,34,-1.40,0.50
12782,ES-2012-1763830,39,-12.60,0.60
12783,ES-2012-5912233,27,4.02,0.00
12784,ES-2012-5912233,297,133.44,0.00
12785,ES-2013-4550309,76,20.52,0.00
12786,ES-2013-4550309,212,72.03,0.00
12787,ES-2013-4550309,278,41.58,0.00
12788,ES-2014-5838092,397,178.56,0.00
12789,IT-2013-3331737,318,9.45,0.00
12790,ES-2014-1280356,207,76.56,0.00
12791,ES-2011-4731879,38,8.82,0.00
12792,ES-2014-2214786,402,152.88,0.00
12793,ES-2014-2214786,58,2.28,0.00
12794,IT-2014-2147306,101,18.09,0.00
12795,IT-2014-2147306,1389,680.40,0.00
12796,IT-2014-2147306,651,169.05,0.00
12797,ES-2014-5167464,17,2.04,0.00
12798,ES-2011-3249098,1413,502.50,0.10
12799,ES-2014-1734818,220,39.66,0.00
12800,ES-2014-1734818,101,11.10,0.00
12801,ES-2014-1734818,31,8.64,0.00
12802,ES-2014-2629745,125,48.69,0.00
12803,ES-2014-2629745,11,4.89,0.00
12804,ES-2011-2969148,114,34.14,0.00
12805,ES-2011-2969148,32,4.44,0.00
12806,ES-2011-2969148,118,0.00,0.00
12807,ES-2011-2969148,48,-20.06,0.40
12808,ES-2011-2969148,111,-61.18,0.40
12809,ES-2013-5820516,970,215.59,0.10
12810,ES-2011-2994694,93,43.92,0.00
12811,ES-2014-4863518,108,25.92,0.00
12812,ES-2014-4032097,25,0.18,0.00
12813,ES-2014-4032097,90,17.10,0.00
12814,ES-2014-4032097,15,6.66,0.00
12815,ES-2014-4032097,1244,-13.92,0.10
12816,ES-2014-4032097,34,3.96,0.00
12817,ES-2012-2530119,14,6.57,0.00
12818,ES-2013-3499281,325,64.80,0.00
12819,ES-2013-3499281,21,1.44,0.00
12820,IT-2014-2751929,158,-63.30,0.50
12821,IT-2014-2751929,11,-5.43,0.50
12822,ES-2012-5613626,151,-48.24,0.50
12823,ES-2013-4017249,127,19.08,0.00
12824,ES-2013-4017249,950,208.98,0.00
12825,ES-2011-1001989,229,27.76,0.10
12826,ES-2014-5714196,67,15.84,0.00
12827,ES-2014-5714196,2292,-1128.44,0.35
12828,ES-2013-4732219,171,-2.04,0.15
12829,ES-2014-4385660,681,258.60,0.00
12830,ES-2014-4385660,132,48.69,0.00
12831,ES-2014-4385660,32,1.86,0.00
12832,ES-2011-4335650,88,19.32,0.00
12833,ES-2013-5430201,36,0.63,0.00
12834,ES-2013-5430201,32,3.78,0.00
12835,ES-2013-5430201,111,-2.57,0.10
12836,ES-2014-1749985,107,0.00,0.00
12837,ES-2014-1749985,224,87.22,0.10
12838,ES-2014-1749985,11,4.32,0.00
12839,ES-2014-1749985,1533,-34.11,0.10
12840,ES-2012-3362320,719,273.24,0.00
12841,IT-2014-1082723,856,385.38,0.00
12842,IT-2014-1082723,485,29.04,0.00
12843,ES-2013-1030020,964,231.30,0.00
12844,ES-2013-1030020,255,73.95,0.00
12845,ES-2013-2373889,98,43.98,0.00
12846,ES-2013-2481532,749,307.23,0.00
12847,ES-2013-2481532,62,12.69,0.00
12848,ES-2013-2481532,429,-225.22,0.60
12849,ES-2013-2481532,41,15.30,0.00
12850,ES-2013-2481532,73,24.00,0.00
12851,ES-2012-4556851,198,59.43,0.00
12852,ES-2014-1083419,39,2.34,0.00
12853,ES-2014-3185757,106,11.77,0.10
12854,ES-2014-3185757,269,91.32,0.00
12855,ES-2014-2905780,117,57.12,0.00
12856,ES-2013-4486106,152,16.65,0.00
12857,IT-2014-3571683,1061,-35.52,0.10
12858,ES-2014-2883279,298,86.06,0.10
12859,ES-2014-1577544,21,1.02,0.00
12860,ES-2014-1577544,429,17.10,0.00
12861,ES-2014-1577544,47,19.98,0.00
12862,ES-2014-3986128,291,17.40,0.00
12863,ES-2014-3986128,603,0.00,0.00
12864,ES-2014-4358524,26,6.54,0.00
12865,ES-2014-4358524,574,143.55,0.00
12866,ES-2014-4358524,252,4.95,0.00
12867,ES-2014-4358524,47,21.84,0.00
12868,IT-2014-4453792,225,-26.53,0.15
12869,IT-2014-4453792,382,29.70,0.10
12870,ES-2013-1337779,14,6.12,0.00
12871,ES-2013-1337779,79,32.40,0.00
12872,ES-2013-1337779,1607,124.90,0.10
12873,ES-2013-1337779,171,28.98,0.00
12874,ES-2013-4486106,615,204.86,0.10
12875,ES-2013-5762848,52,3.60,0.00
12876,ES-2013-5762848,113,38.52,0.00
12877,ES-2014-1415600,17,-3.09,0.50
12878,ES-2014-1415600,70,-42.26,0.60
12879,ES-2012-5870268,63,8.10,0.00
12880,ES-2012-5870268,97,43.50,0.00
12881,IT-2013-5472233,45,-6.17,0.20
12882,IT-2013-5472233,259,-165.90,0.50
12883,IT-2013-5472233,30,3.77,0.20
12884,ES-2012-3905102,96,-6.47,0.10
12885,ES-2014-4393007,544,-152.42,0.50
12886,ES-2013-2409754,40,12.69,0.00
12887,ES-2013-2409754,716,100.98,0.15
12888,ES-2014-1350378,123,48.90,0.00
12889,ES-2012-1191624,673,221.52,0.15
12890,ES-2012-1191624,247,82.34,0.10
12891,ES-2012-1191624,26,6.60,0.00
12892,ES-2012-3797337,35,4.14,0.00
12893,ES-2012-3797337,92,38.82,0.00
12894,ES-2012-4803808,170,25.56,0.00
12895,ES-2012-4803808,1282,499.80,0.00
12896,ES-2012-4180291,40,6.84,0.00
12897,IT-2011-4264595,956,-44.99,0.15
12898,IT-2011-4264595,232,-40.98,0.15
12899,ES-2014-2964353,63,18.72,0.00
12900,ES-2014-2964353,47,8.94,0.00
12901,ES-2013-1608577,222,22.14,0.00
12902,ES-2013-3475290,58,8.10,0.00
12903,ES-2013-3475290,27,5.85,0.00
12904,ES-2012-3987473,21,-12.38,0.50
12905,IT-2012-2339530,51,-9.27,0.50
12906,ES-2014-4043339,150,28.50,0.00
12907,ES-2013-3375106,38,13.62,0.00
12908,ES-2013-1346757,73,3.66,0.00
12909,ES-2014-3250104,100,0.96,0.00
12910,ES-2014-3250104,371,123.51,0.10
12911,ES-2014-3250104,126,6.30,0.00
12912,IT-2012-2847671,344,-105.80,0.35
12913,ES-2012-2123999,469,181.99,0.15
12914,ES-2012-2123999,28,10.20,0.00
12915,ES-2012-2123999,140,66.96,0.00
12916,ES-2012-2123999,104,17.22,0.10
12917,ES-2012-2123999,423,94.39,0.15
12918,ES-2013-4301750,9,0.67,0.10
12919,ES-2013-4301750,52,18.63,0.00
12920,ES-2014-4111468,755,201.26,0.10
12921,ES-2014-4111468,339,94.71,0.00
12922,ES-2014-4111468,115,4.56,0.00
12923,ES-2014-4111468,40,9.96,0.00
12924,ES-2014-4111468,25,4.92,0.00
12925,ES-2014-4111468,37,4.47,0.00
12926,ES-2014-4111468,566,271.56,0.00
12927,ES-2014-4111468,498,79.56,0.00
12928,ES-2014-3458802,245,90.66,0.00
12929,ES-2014-3458802,867,251.40,0.00
12930,IT-2011-4259846,383,-76.50,0.40
12931,ES-2014-1273017,24,2.04,0.00
12932,ES-2011-5338028,1236,420.30,0.00
12933,ES-2011-5338028,198,0.00,0.00
12934,ES-2011-5338028,137,17.70,0.00
12935,ES-2011-5338028,234,109.80,0.00
12936,ES-2013-5238037,207,72.24,0.00
12937,ES-2014-2794530,326,153.00,0.00
12938,ES-2014-2794530,427,132.48,0.00
12939,ES-2014-2794530,82,32.76,0.00
12940,IT-2013-3727227,88,-10.33,0.40
12941,IT-2013-3727227,139,-191.39,0.60
12942,ES-2013-4986805,1484,395.54,0.10
12943,IT-2013-2032199,43,-4.74,0.10
12944,ES-2013-4937270,207,31.08,0.00
12945,ES-2014-2823477,11,1.74,0.00
12946,ES-2014-2823477,49,18.15,0.00
12947,ES-2014-1364039,242,14.40,0.00
12948,IT-2013-1049014,12,-6.03,0.50
12949,IT-2013-1049014,112,-69.30,0.50
12950,ES-2014-3280029,45,6.30,0.00
12951,ES-2014-4841141,29,11.88,0.00
12952,ES-2012-3637062,12,1.08,0.00
12953,ES-2014-4136794,101,16.08,0.00
12954,ES-2014-1980416,46,9.04,0.20
12955,IT-2014-4801093,387,-212.76,0.40
12956,IT-2014-4801093,51,20.70,0.00
12957,ES-2014-3560213,28,2.76,0.00
12958,ES-2013-5424830,433,47.52,0.00
12959,ES-2013-5424830,263,70.95,0.00
12960,ES-2013-5424830,45,17.43,0.00
12961,ES-2013-5424830,69,24.72,0.00
12962,ES-2013-5424830,293,42.17,0.10
12963,ES-2013-3650909,342,40.95,0.00
12964,ES-2013-3650909,2594,1141.20,0.00
12965,ES-2012-3229508,82,23.04,0.00
12966,ES-2013-3939561,1037,373.38,0.00
12967,ES-2014-2890715,38,19.08,0.00
12968,IT-2014-1978058,98,-45.03,0.50
12969,IT-2014-1978058,75,0.00,0.50
12970,IT-2014-1978058,33,-12.45,0.50
12971,IT-2014-1885149,887,79.74,0.00
12972,ES-2014-2097725,273,8.10,0.00
12973,ES-2014-2433620,1118,206.30,0.35
12974,ES-2014-2286229,122,58.59,0.00
12975,ES-2014-2286229,49,20.88,0.00
12976,ES-2012-4014694,249,59.55,0.00
12977,ES-2012-4014694,305,57.46,0.10
12978,ES-2013-2675006,202,28.20,0.00
12979,ES-2013-2675006,63,18.78,0.00
12980,IT-2012-1856860,112,-94.05,0.50
12981,ES-2011-5867473,173,55.44,0.00
12982,ES-2011-5867473,46,20.52,0.00
12983,ES-2012-5967582,1514,741.60,0.00
12984,IT-2014-5928156,8,-2.19,0.50
12985,IT-2014-5928156,735,-235.35,0.50
12986,ES-2012-3770269,49,6.81,0.00
12987,ES-2011-2399281,152,44.16,0.00
12988,ES-2011-2399281,957,315.72,0.00
12989,IT-2014-5465876,1355,-60.27,0.10
12990,IT-2014-2181834,239,-162.30,0.50
12991,ES-2012-4128168,318,22.14,0.00
12992,ES-2011-2954601,65,24.84,0.00
12993,IT-2013-1943902,735,-183.76,0.20
12994,ES-2014-5501051,162,14.58,0.00
12995,ES-2013-3830070,23,-1.94,0.50
12996,IT-2011-2556136,137,-6.10,0.10
12997,IT-2011-2556136,22,5.28,0.00
12998,IT-2011-2556136,206,-20.64,0.20
12999,IT-2011-2556136,19,8.16,0.00
13000,IT-2014-5470294,76,-6.12,0.50
13001,IT-2014-5470294,45,-18.12,0.50
13002,IT-2014-5470294,241,-62.64,0.50
13003,IT-2014-5470294,52,-14.58,0.50
13004,IT-2014-5470294,14,-11.03,0.50
13005,ES-2014-2546078,11,5.01,0.00
13006,ES-2014-2546078,221,35.40,0.00
13007,IT-2012-3620342,48,-38.10,0.50
13008,IT-2012-3620342,207,-119.93,0.50
13009,IT-2012-3620342,17,-8.15,0.50
13010,IT-2012-3620342,38,-25.13,0.50
13011,IT-2012-3620342,22,-8.46,0.50
13012,IT-2012-3620342,218,-78.53,0.50
13013,IT-2012-3620342,47,-11.34,0.50
13014,IT-2012-3620342,1901,-1672.50,0.50
13015,ES-2014-5558619,869,217.20,0.00
13016,ES-2013-2239615,470,125.39,0.10
13017,ES-2013-2239615,60,9.66,0.00
13018,ES-2014-5666305,53,7.51,0.30
13019,ES-2013-3285003,41,15.96,0.00
13020,ES-2013-1594400,27,5.85,0.00
13021,IT-2013-1042428,406,-9.61,0.15
13022,IT-2013-1042428,534,119.14,0.15
13023,IT-2014-2355834,137,-41.02,0.40
13024,IT-2014-2355834,1361,-979.65,0.50
13025,ES-2014-4435694,173,86.25,0.00
13026,ES-2014-4435694,201,32.04,0.00
13027,ES-2014-4435694,221,26.46,0.00
13028,ES-2014-4435694,196,-6.54,0.40
13029,ES-2011-4514717,60,21.72,0.00
13030,ES-2011-4514717,52,22.97,0.10
13031,ES-2011-4514717,250,104.94,0.00
13032,ES-2011-4514717,116,24.30,0.00
13033,ES-2013-5326756,173,40.46,0.10
13034,ES-2012-3290540,50,14.49,0.00
13035,ES-2014-3936194,39,18.00,0.00
13036,ES-2014-3936194,130,-20.02,0.15
13037,IT-2013-5450715,12,-10.50,0.50
13038,IT-2011-2421873,122,-17.10,0.50
13039,IT-2011-2421873,122,-88.13,0.50
13040,IT-2011-2421873,411,-57.54,0.50
13041,IT-2011-2421873,60,-26.33,0.50
13042,IT-2011-2421873,37,-22.05,0.50
13043,IT-2011-2421873,855,-376.34,0.50
13044,IT-2011-2421873,7,-3.03,0.50
13045,ES-2013-3825405,79,15.79,0.30
13046,ES-2012-2424030,114,7.92,0.00
13047,ES-2012-2424030,80,37.68,0.00
13048,ES-2012-2424030,338,37.17,0.00
13049,ES-2011-5658621,168,55.87,0.10
13050,IT-2014-3831682,30,-23.22,0.50
13051,ES-2014-3421274,54,11.88,0.00
13052,ES-2013-3679101,40,10.46,0.10
13053,ES-2013-3679101,19,8.16,0.10
13054,IT-2013-3432584,94,-18.86,0.50
13055,ES-2014-4185972,724,253.26,0.00
13056,ES-2014-4185972,112,24.48,0.00
13057,ES-2014-4058824,9,4.05,0.00
13058,ES-2012-5168556,28,1.11,0.00
13059,ES-2012-5168556,981,176.40,0.00
13060,ES-2012-5168556,230,50.46,0.00
13061,ES-2012-5168556,90,17.10,0.00
13062,ES-2012-4160852,1239,468.13,0.10
13063,ES-2012-4160852,152,69.60,0.00
13064,ES-2012-4160852,27,1.05,0.00
13065,ES-2012-4160852,90,35.82,0.00
13066,ES-2012-4160852,131,7.28,0.10
13067,ES-2012-4160852,259,-8.69,0.10
13068,IT-2014-1008900,27,-4.95,0.50
13069,IT-2014-1008900,37,-7.43,0.50
13070,IT-2014-1008900,396,-277.38,0.50
13071,IT-2014-1008900,212,-50.43,0.20
13072,ES-2014-3745756,103,49.50,0.00
13073,ES-2014-3745756,128,28.17,0.00
13074,ES-2014-3745756,46,22.20,0.00
13075,ES-2012-5781276,44,11.24,0.10
13076,IT-2013-3230655,378,185.40,0.00
13077,IT-2013-3230655,47,17.07,0.00
13078,IT-2013-3230655,70,34.44,0.00
13079,IT-2013-3230655,49,2.91,0.00
13080,IT-2013-3230655,52,4.68,0.00
13081,IT-2013-3230655,86,10.08,0.00
13082,ES-2013-4971019,53,22.38,0.00
13083,ES-2014-1871238,285,128.46,0.00
13084,ES-2014-1871238,10,-1.08,0.10
13085,ES-2014-1855692,23,5.22,0.00
13086,ES-2014-1855692,112,26.73,0.00
13087,ES-2014-1855692,291,92.82,0.00
13088,ES-2011-2302372,431,12.87,0.00
13089,ES-2011-2302372,339,101.64,0.00
13090,ES-2011-2302372,169,64.14,0.00
13091,ES-2011-2302372,56,18.42,0.00
13092,ES-2013-1874583,110,19.80,0.00
13093,ES-2013-1874583,66,-7.34,0.10
13094,ES-2014-3638264,382,91.68,0.00
13095,ES-2014-3811628,79,15.75,0.00
13096,ES-2014-3811628,652,12.96,0.00
13097,ES-2014-3811628,498,-116.21,0.40
13098,ES-2014-3811628,114,40.86,0.00
13099,ES-2012-5722902,52,26.16,0.00
13100,ES-2013-1433183,356,7.02,0.00
13101,ES-2013-1433183,198,31.56,0.00
13102,ES-2014-2964353,796,-74.92,0.15
13103,ES-2014-2964353,247,88.65,0.00
13104,ES-2013-5507103,178,51.60,0.00
13105,ES-2013-5507103,100,27.84,0.00
13106,ES-2013-5507103,107,32.10,0.00
13107,ES-2011-5265774,134,37.35,0.00
13108,ES-2011-5265774,27,3.78,0.00
13109,ES-2012-3161067,198,65.28,0.00
13110,ES-2011-1770042,252,15.00,0.00
13111,ES-2011-1770042,76,10.62,0.00
13112,ES-2011-1770042,90,17.10,0.00
13113,IT-2014-2250081,907,-30.43,0.10
13114,ES-2013-1925248,2753,841.79,0.15
13115,IT-2011-5348771,392,-43.61,0.10
13116,IT-2011-5348771,12,3.60,0.00
13117,ES-2012-2077845,32,7.92,0.00
13118,ES-2011-2371090,42,11.76,0.00
13119,ES-2014-5292672,38,3.00,0.00
13120,IT-2014-1332770,139,65.43,0.00
13121,ES-2013-5742886,71,1.35,0.00
13122,ES-2013-5742886,108,30.24,0.00
13123,ES-2012-1431851,269,83.59,0.10
13124,ES-2012-1431851,344,22.90,0.10
13125,ES-2012-1431851,104,3.06,0.00
13126,ES-2012-1431851,26,8.88,0.00
13127,ES-2012-1431851,171,5.70,0.10
13128,ES-2012-1431851,49,17.10,0.00
13129,ES-2012-4718907,880,387.12,0.00
13130,ES-2011-1705541,1314,341.73,0.00
13131,ES-2011-1705541,705,288.75,0.00
13132,ES-2011-1705541,195,34.92,0.00
13133,ES-2011-1705541,37,10.35,0.00
13134,ES-2014-5359952,1351,111.15,0.15
13135,ES-2013-1053198,11,0.51,0.00
13136,ES-2013-1053198,9,3.36,0.00
13137,ES-2013-1053198,22,5.76,0.00
13138,ES-2013-5377319,292,52.38,0.00
13139,ES-2013-5377319,38,13.62,0.00
13140,ES-2013-5377319,97,41.76,0.00
13141,ES-2013-5377319,41,20.34,0.00
13142,ES-2013-5377319,115,5.70,0.00
13143,IT-2013-3060899,87,-9.69,0.10
13144,IT-2013-3060899,94,17.82,0.00
13145,IT-2013-3060899,1020,264.87,0.00
13146,ES-2014-4825158,105,32.58,0.00
13147,IT-2013-4986842,43,-0.86,0.50
13148,ES-2013-4693450,105,19.98,0.00
13149,ES-2013-4968432,105,46.32,0.00
13150,ES-2014-3283249,40,18.18,0.00
13151,ES-2014-3283249,120,22.80,0.00
13152,IT-2011-1289488,19,-10.38,0.50
13153,IT-2011-1289488,36,-9.99,0.50
13154,IT-2011-1289488,27,-11.76,0.50
13155,ES-2012-4698340,83,14.13,0.00
13156,IT-2014-5613283,47,-2.82,0.50
13157,ES-2014-2863403,392,130.37,0.10
13158,ES-2014-5860410,80,22.41,0.00
13159,ES-2014-1564471,11,2.16,0.00
13160,ES-2014-1564471,218,45.72,0.00
13161,ES-2014-2445609,109,52.32,0.00
13162,ES-2014-2445609,27,8.46,0.00
13163,ES-2014-2426460,108,24.78,0.00
13164,IT-2013-3888587,188,-17.69,0.15
13165,IT-2013-3788004,190,-29.07,0.15
13166,IT-2013-3788004,113,38.59,0.15
13167,IT-2013-3788004,1554,730.26,0.00
13168,ES-2013-1446055,99,41.40,0.00
13169,ES-2013-1446055,232,79.70,0.10
13170,ES-2013-1446055,52,25.11,0.00
13171,ES-2012-3247635,673,316.20,0.00
13172,ES-2012-3247635,184,56.88,0.00
13173,ES-2012-5283047,325,32.34,0.00
13174,ES-2013-5491146,85,32.25,0.00
13175,ES-2013-4099835,233,67.44,0.00
13176,IT-2014-4474803,50,15.48,0.00
13177,ES-2012-4869643,34,2.97,0.00
13178,ES-2012-4869643,1970,503.32,0.10
13179,ES-2013-2996255,167,25.02,0.00
13180,ES-2013-2996255,635,279.36,0.00
13181,ES-2014-3130547,203,83.75,0.15
13182,ES-2014-3223817,599,0.00,0.00
13183,ES-2014-3223817,70,32.22,0.00
13184,ES-2011-1916591,10,4.38,0.00
13185,ES-2011-4154402,30,10.86,0.00
13186,ES-2011-4154402,469,145.89,0.10
13187,ES-2011-4154402,535,59.46,0.10
13188,ES-2011-4154402,359,123.33,0.10
13189,ES-2011-4154402,219,82.66,0.10
13190,ES-2011-4154402,229,50.81,0.10
13191,ES-2011-4154402,27,13.53,0.00
13192,ES-2011-4154402,354,141.48,0.00
13193,IT-2014-1621950,781,-594.09,0.50
13194,IT-2012-5235697,174,10.26,0.00
13195,ES-2013-1986520,135,67.65,0.00
13196,ES-2012-4899743,2571,856.98,0.10
13197,ES-2012-4424003,48,6.98,0.10
13198,ES-2012-4424003,333,66.60,0.00
13199,ES-2014-3808861,53,26.37,0.00
13200,ES-2014-3097580,30,13.68,0.00
13201,ES-2014-3097580,44,-3.45,0.10
13202,ES-2011-1702031,41,18.12,0.00
13203,IT-2012-5647122,30,-0.68,0.10
13204,IT-2012-5647122,148,41.20,0.10
13205,IT-2012-5647122,43,15.26,0.10
13206,ES-2013-3687340,58,12.72,0.00
13207,ES-2013-3687340,226,61.05,0.00
13208,ES-2014-2298874,509,91.62,0.00
13209,IT-2013-3655043,1485,-241.30,0.20
13210,IT-2014-3254948,33,-28.67,0.50
13211,IT-2014-3254948,7,-3.27,0.50
13212,IT-2014-3254948,10,-8.19,0.50
13213,IT-2014-3254948,44,-32.49,0.50
13214,IT-2012-5535658,92,-1.06,0.10
13215,IT-2012-5535658,41,-3.20,0.10
13216,IT-2014-4939179,119,-5.33,0.10
13217,IT-2014-4939179,561,211.89,0.10
13218,IT-2014-3550051,959,78.85,0.15
13219,ES-2012-4959803,215,10.53,0.00
13220,ES-2011-5504927,230,20.44,0.10
13221,ES-2011-5504927,246,2.87,0.15
13222,ES-2011-5504927,152,76.05,0.00
13223,ES-2011-5504927,453,27.00,0.00
13224,ES-2011-2410472,123,60.30,0.00
13225,ES-2011-2410472,178,51.60,0.00
13226,ES-2013-3878132,1580,31.50,0.00
13227,ES-2014-2411166,294,61.56,0.00
13228,ES-2014-2411166,2927,146.16,0.00
13229,ES-2014-2411166,200,13.26,0.40
13230,IT-2014-5284970,269,-85.98,0.50
13231,ES-2011-4184901,76,9.00,0.00
13232,ES-2011-4184901,80,33.57,0.00
13233,ES-2013-2115657,24,0.00,0.00
13234,IT-2014-3396005,1103,-275.63,0.20
13235,IT-2014-3902227,823,-18.35,0.10
13236,IT-2014-3902227,23,4.05,0.10
13237,ES-2012-2522806,53,2.10,0.00
13238,ES-2012-2522806,79,4.68,0.00
13239,ES-2012-2522806,17,2.70,0.00
13240,ES-2012-2522806,558,139.44,0.00
13241,ES-2012-2522806,63,30.96,0.00
13242,ES-2012-2522806,1195,155.25,0.00
13243,ES-2011-1443340,39,9.90,0.00
13244,ES-2011-1443340,444,88.79,0.10
13245,ES-2014-2860064,119,1.30,0.10
13246,ES-2012-4594958,51,21.96,0.00
13247,ES-2012-4594958,450,19.95,0.10
13248,ES-2012-4594958,106,42.48,0.00
13249,ES-2012-4594958,448,-68.49,0.15
13250,IT-2014-5137649,243,-141.44,0.50
13251,IT-2014-5137649,17,-15.39,0.50
13252,IT-2014-5137649,260,-145.44,0.50
13253,IT-2013-5270137,85,-15.44,0.50
13254,IT-2013-5270137,15,-1.58,0.50
13255,ES-2014-3610236,145,5.70,0.00
13256,ES-2012-2334661,28,6.12,0.00
13257,ES-2012-2334661,103,29.76,0.00
13258,ES-2014-1648769,322,25.74,0.00
13259,ES-2014-1648769,289,144.45,0.00
13260,ES-2014-1648769,318,104.58,0.15
13261,ES-2014-1648769,646,45.59,0.15
13262,IT-2012-5146922,43,-25.23,0.50
13263,IT-2012-5146922,46,-0.05,0.50
13264,ES-2014-5545008,353,-45.76,0.15
13265,ES-2014-5545008,260,-14.45,0.10
13266,ES-2014-2525492,141,2.70,0.00
13267,ES-2014-2525492,83,3.30,0.00
13268,ES-2014-2525492,143,41.40,0.00
13269,ES-2014-2525492,80,36.54,0.00
13270,ES-2013-2825683,264,2.92,0.10
13271,ES-2011-5701425,91,34.50,0.00
13272,ES-2011-5701425,41,4.08,0.00
13273,ES-2014-3499273,770,323.19,0.00
13274,ES-2014-3499273,223,62.37,0.00
13275,ES-2011-4351826,32,5.94,0.00
13276,ES-2013-2220306,308,100.01,0.20
13277,ES-2013-2220306,81,21.51,0.10
13278,ES-2011-3897276,90,43.20,0.00
13279,ES-2011-3897276,80,3.15,0.00
13280,ES-2011-3897276,154,-4.49,0.30
13281,ES-2011-3897276,234,35.10,0.00
13282,ES-2011-3897276,398,111.36,0.00
13283,ES-2014-2677615,10,2.34,0.00
13284,ES-2013-5778561,145,3.14,0.10
13285,ES-2013-5778561,127,40.88,0.10
13286,ES-2013-5778561,158,29.97,0.00
13287,ES-2013-5778561,214,17.64,0.15
13288,ES-2013-3051016,48,12.96,0.00
13289,IT-2014-2305722,259,-55.09,0.20
13290,ES-2013-5106699,220,31.69,0.10
13291,ES-2014-2603261,59,23.76,0.00
13292,ES-2014-2603261,11,4.74,0.00
13293,ES-2014-2603261,180,0.00,0.00
13294,ES-2011-1537002,137,18.90,0.00
13295,ES-2011-1537002,32,4.50,0.00
13296,ES-2011-1537002,155,57.42,0.00
13297,ES-2013-1244276,137,63.09,0.00
13298,ES-2013-1244276,125,14.94,0.00
13299,ES-2013-1244276,1817,799.35,0.00
13300,ES-2014-3571679,119,55.86,0.00
13301,ES-2012-3603495,149,41.76,0.00
13302,ES-2012-3603495,77,30.06,0.00
13303,ES-2012-3603495,63,25.92,0.00
13304,ES-2012-3603495,1256,432.45,0.10
13305,IT-2014-5319822,174,-69.80,0.50
13306,IT-2014-5319822,25,-2.10,0.50
13307,ES-2014-2179863,735,130.62,0.10
13308,ES-2014-5822421,585,175.11,0.00
13309,ES-2014-5822421,319,102.06,0.00
13310,ES-2014-5822421,326,107.46,0.00
13311,ES-2014-5822421,78,6.85,0.20
13312,ES-2014-5822421,61,8.40,0.00
13313,IT-2012-3999113,58,-6.85,0.40
13314,IT-2012-3999113,215,0.00,0.00
13315,IT-2012-3999113,161,-56.36,0.40
13316,IT-2012-3999113,29,11.88,0.00
13317,ES-2014-5392717,18,6.30,0.00
13318,ES-2014-2518452,549,127.94,0.10
13319,ES-2011-2776937,145,17.37,0.00
13320,ES-2012-5645358,994,-397.64,0.50
13321,ES-2012-5645358,136,-79.14,0.50
13322,ES-2014-5425236,101,22.51,0.10
13323,ES-2013-5251413,608,128.59,0.15
13324,ES-2013-5251413,143,49.26,0.10
13325,ES-2013-5251413,1786,138.78,0.10
13326,ES-2013-5251413,260,46.22,0.10
13327,ES-2011-4405425,38,11.34,0.00
13328,ES-2014-4963892,196,-66.72,0.50
13329,ES-2011-3711955,55,9.87,0.00
13330,ES-2011-3711955,259,-55.09,0.20
13331,ES-2013-2483088,59,1.17,0.00
13332,ES-2013-2483088,334,130.08,0.00
13333,ES-2013-2483088,58,14.85,0.00
13334,IT-2014-4631909,89,-4.01,0.10
13335,IT-2013-3132916,81,-19.53,0.50
13336,IT-2013-3132916,15,-0.99,0.50
13337,ES-2014-1182889,284,44.05,0.10
13338,ES-2011-3856710,59,21.63,0.00
13339,ES-2014-1133803,195,62.28,0.00
13340,ES-2014-1133803,1591,508.95,0.00
13341,ES-2014-3703813,34,-12.38,0.50
13342,ES-2014-3703813,171,-140.01,0.50
13343,IT-2012-4530181,81,-8.99,0.10
13344,ES-2014-4489967,46,18.36,0.00
13345,ES-2014-4489967,833,212.83,0.10
13346,ES-2011-2021080,35,11.43,0.00
13347,ES-2014-4505254,51,17.00,0.10
13348,ES-2014-4505254,71,28.45,0.10
13349,ES-2014-4622860,742,197.77,0.10
13350,ES-2014-4622860,935,114.25,0.10
13351,ES-2014-4622860,87,31.89,0.10
13352,ES-2014-4622860,14,0.08,0.10
13353,ES-2014-3436418,219,89.64,0.00
13354,ES-2014-3436418,82,39.48,0.00
13355,ES-2012-3301813,173,81.36,0.00
13356,ES-2012-3301813,50,24.48,0.00
13357,ES-2012-3301813,211,35.91,0.00
13358,IT-2011-2992208,117,-60.87,0.50
